,ID,population_size,alpha,beta0,gamma,theta,n_estimator,criterion,max_feature
24,FIR-0024,0.45987007023852566,15.97859637473896,0.9650109145426518,0.13158512721949794,0.9986125236810501,378.4954649184082,28.957346287311875,0.9076965297348037
25,FIR-0025,0.14157422641863812,21.476670357515168,0.18846676940808127,0.8748236378612769,0.0205517493854821,123.36792610395574,17.232199179955586,0.9679671951373827
26,FIR-0026,0.27789823332266006,1.5463062937833016,0.41638024496469894,0.5259866762835905,0.7366788823784527,269.11984221050903,43.359432405795104,0.6618840066261485
27,FIR-0027,0.96623915000366,51.18200042195537,0.08611712761036538,0.875844160650862,0.7553914550579295,353.23419782563303,72.65098865395984,0.5400403864507931
28,FIR-0028,0.20258289526432244,73.53995810516889,0.6863761212770155,0.9527360937058914,0.5188056403553717,485.4960645352633,13.113728846408197,0.9615773496536146
29,FIR-0029,0.42056627596331275,23.483760240569065,0.27448580755182916,0.6887833979847012,0.8135201569230455,165.50876868622402,29.709638621117957,0.8325590476680745
30,FIR-0030,0.22183301145335488,8.592493680815718,0.668821087888414,0.5191861318692734,0.012089587804126167,290.52946655143376,49.10784774859119,0.4350763935141402
31,FIR-0031,0.9792323049123053,67.75171294835995,0.13542278682239117,0.16617707988839708,0.7569404684654832,382.5773309512209,14.610796651597386,0.6426816011811248
32,FIR-0032,0.7240198871085062,86.93689988914234,0.2437585104350215,0.10586265340248285,0.41275974159993734,14.639560665021964,76.20768893394524,0.5274824713848081
33,FIR-0033,0.7063699828773052,65.93764584444818,0.016653225042201902,0.82983947242195,0.7585398304253785,302.87221172662623,19.110343092767245,0.7243529184010246
34,FIR-0034,0.4974246567610503,8.207688729404648,0.2877348681549722,0.16624608260303114,0.2634260210780912,175.35721944590554,24.407226962833057,0.43976146860139576
35,FIR-0035,0.11510057917837227,4.396715464806173,0.9257876270213358,0.8924985230409058,0.8695124240306614,31.100979006155043,18.326676863107423,0.462908837306812
36,FIR-0036,0.49735124329783287,6.026751550291324,0.5726887013249753,0.6870452700206068,0.20767771803163104,480.14232279241526,23.836153046764327,0.7870830880367512
37,FIR-0037,0.5727765001909958,69.05665202085524,0.8683898948439113,0.3976752479360185,0.807099110441201,224.8260595273959,63.99088419500576,0.5298348527059816
38,FIR-0038,0.8243308753943239,60.65317591842814,0.48461255607567844,0.5053009222338155,0.7306621938000324,605.6362904609732,24.291596761425094,0.2745070714564406
39,FIR-0039,0.6888614162029947,52.18801682220773,0.15683822302223183,0.3188231352805478,0.8140895603807662,603.4152341269727,92.12878027610742,0.9250069727230008
40,FIR-0040,0.16066273377290077,0.6469258792573198,0.0908138979972466,0.2806062545346521,0.5952726806419743,709.5196909815304,55.49747392277792,0.7822116288237752
41,FIR-0041,0.6121495647691023,87.30565687503099,0.826792642373841,0.36081226471144767,0.3801500478411951,833.7764478795974,40.23274561972498,0.45825426999715557
42,FIR-0042,0.3914980994222482,89.57259985699528,0.5867435199547218,0.7218275244887356,0.8959404596319906,362.8471207091811,65.69192926682523,0.650181569750993
43,FIR-0043,0.3328306685833605,22.899077676448663,0.8886825387676108,0.8620015808522545,0.7923487107878433,569.3235627174242,56.432762613191706,0.7278263809733048
44,FIR-0044,0.4439572176635709,48.25901825048486,0.6074814418184493,0.8775222975073923,0.6270443188705783,783.167935112348,59.402794452938394,0.3671095378197826
45,FIR-0045,0.6253701253943761,24.603379639126803,0.6740828812134397,0.8748386088495188,0.8108741278311014,288.60016055078995,53.64549016433814,0.9492025535101697
46,FIR-0046,0.5478858869077894,96.84788123912465,0.46642581221353896,0.3434916587926501,0.8260252937034605,682.3337735737812,53.20613741660402,0.9990348060693661
47,FIR-0047,0.827508448797785,79.71210135548466,0.959172699537938,0.8229969676686423,0.9430327831725331,72.81595230253448,50.12533238290936,0.13556092212988072
48,FIR-0048,0.7860477323777897,32.765462396721055,0.8635849316605788,0.3533740256318564,0.18370266427662219,59.223146526106724,41.49888230707842,0.12969670085764481
49,FIR-0049,0.2516367853464829,70.13790805268793,0.1083468715787318,0.19782976616073777,0.24775402135817903,784.6894411173479,96.51711539887837,0.24484640879538802
50,FIR-0050,0.9486552455292268,24.733056659032084,0.45630506147610184,0.5159994979288719,0.7109870377187882,742.5277498750286,38.97115308608221,0.3994107171720781
51,FIR-0051,0.5317772479716161,45.08431284035274,0.23298376450610647,0.3033223184849709,0.7806057575958755,295.5999256270454,91.91716587896639,0.7410861142560695
52,FIR-0052,0.4966799603100469,93.73048317751882,0.17338035986484157,0.10872616739444083,0.08211372672576434,639.7473869951299,20.123716368755915,0.5507040091549822
53,FIR-0053,0.6093638083744835,77.14335365372531,0.9170110317596757,0.1566317327912343,0.8986410622300182,890.9939860675105,97.76404323429966,0.4866691431631054
54,FIR-0054,0.571386218855114,62.66248631722249,0.5416384931234107,0.11639111670384766,0.9713763765656479,169.5109282345436,52.15101652477091,0.29305633253840946
55,FIR-0055,0.27165917352138863,54.1783023089301,0.09089897703793559,0.6393669250069173,0.034970030385848117,271.1954973275608,84.02178308818895,0.4208026810709472
56,FIR-0056,0.31146568589073076,26.255561073029718,0.8921868252601625,0.49968920520769866,0.45765995986556274,441.19830980893573,98.52265003273797,0.49391512558050055
57,FIR-0057,0.12037594830767528,77.54911966704611,0.24792657794971917,0.738752426867948,0.5994065356736255,809.8503324401804,59.595550507882095,0.41781915422026816
58,FIR-0058,0.852120800297745,60.97646909060216,0.7710859742865308,0.4980463659401704,0.2262486325361336,61.3572768593666,78.85837091382717,0.2597312690716683
59,FIR-0059,0.6617617144691563,53.44130905609619,0.1953639233726302,0.993521356969146,0.0049940182564358615,343.2583176353617,89.34485737272324,0.20926772206070532
60,FIR-0060,0.32766353606044,74.44505412588532,0.469919991875241,0.20873269842850584,0.7671230519706088,784.0099270884807,58.40143631829615,0.978763789495454
61,FIR-0061,0.7479764968153081,88.0352266753072,0.8509838240286836,0.9650044847454018,0.49137023365682864,155.44255116291947,97.4841052930928,0.9967386416740249
62,FIR-0062,0.5389300509364588,13.41239980928838,0.6321883055922345,0.28763049949440284,0.896551264251717,363.11633852383466,77.30556576784565,0.9924507827700206
63,FIR-0063,0.9130167297112852,10.514799617323112,0.625006240132493,0.4473159835795737,0.35939433847646207,387.84897689592,61.307536145404214,0.6079129123262101
64,FIR-0064,0.3184454997817684,12.185707441724556,0.910957153794156,0.7686223028561233,0.5376050902039353,999.8706016092832,64.40320602333881,0.3879864615015398
65,FIR-0065,0.8114924403651455,69.75039911047875,0.01486224332974262,0.43825590172110174,0.7083000155467515,275.9703961218827,89.80060021357355,0.6187588961583177
66,FIR-0066,0.7652939700289513,6.967649026739551,0.20303206915183236,0.9308541369246099,0.351556091015215,520.098077107125,71.02051976959439,0.11620786904732217
67,FIR-0067,0.674567818201328,45.95753059795468,0.8804992932439095,0.2179870459654743,0.01298106043136471,719.7533425816559,91.93056629888258,0.3475069493709131
68,FIR-0068,0.8802531051727511,67.62460492037361,0.5512931107147607,0.14732198063830343,0.40033591426044624,240.05242868489876,86.42309056099792,0.22646561068861584
69,FIR-0069,0.8653467605419707,73.9778142942364,0.26895774621740354,0.7330997440222953,0.6268714281414653,803.6304224487242,18.313169764741858,0.39314819601555984
70,FIR-0070,0.9535284388745953,60.6599068913105,0.19905368872508866,0.7647823955968603,0.8007541317076612,475.44006233304145,41.31176422102997,0.1485274172940527
71,FIR-0071,0.5817069824502592,3.8460200938085514,0.5687696204854693,0.2622302648500785,0.8650811977810117,444.2516091219639,49.31356112545702,0.4681974217074032
72,FIR-0072,0.3075814037199155,47.98212046455088,0.23418359090524576,0.3703524270283787,0.15260686488617659,784.6876646367762,59.097988304430245,0.43353844260345853
73,FIR-0073,0.9210891497504595,86.3293061498322,0.6058952294000906,0.995414507016067,0.6907510264379022,832.8823792198806,40.97278426363776,0.5069639288750416
74,FIR-0074,0.7736969523560351,87.69505400573024,0.5980687383651477,0.4398575215257846,0.5124056098013212,178.22560097120686,18.150060398832082,0.5753590857228313
75,FIR-0075,0.9867109910948414,85.80339696549474,0.7177447048151712,0.323392994182211,0.5503145203604506,833.5777518689935,39.90882488046512,0.5045322666663574
76,FIR-0076,0.16407616206835784,6.571490096175013,0.2768723263155891,0.8261375707029129,0.596283688709574,30.17800055956612,18.655240083845968,0.13794140865159754
77,FIR-0077,0.23615386272012362,12.34397588077195,0.20495062850168677,0.2501729292664469,0.7896389054050555,362.0563565688434,77.99568312040614,0.5687090599383353
78,FIR-0078,0.6977176058434643,87.70189108515437,0.0875118877387514,0.6065868016880548,0.24723132369952927,155.1223479323983,96.57714842323365,0.8126356408929927
79,FIR-0079,0.6367603548364857,69.75282729597774,0.4772237335259646,0.3154040116435328,0.8198969015018753,485.8896312508213,13.772674182492963,0.7348536223858009
80,FIR-0080,0.6033444286699418,2.6595989297182956,0.5657209189409583,0.5585082696317898,0.7147566727866485,30.639302467635126,16.883842327953147,0.3743797464066624
81,FIR-0081,0.12400625802041713,0.78856771025717,0.09977038658961102,0.24851192536622785,0.8340531187768518,929.79291818136,69.55144320579905,0.2014189105170729
82,FIR-0082,0.6938196665435634,6.6107849774301,0.5799437675619025,0.6702161050795075,0.7209937392213518,288.316690588499,49.370674850393385,0.8175685463414198
83,FIR-0083,0.5287248900755923,55.473354078993516,0.2751311815075729,0.8983443307862026,0.11878782473003291,366.0685494827491,52.96815774610445,0.15893609677256898
84,FIR-0084,0.994235095023534,83.72143553808088,0.636566229609584,0.3958377818808102,0.6834937798979526,176.6381097353265,18.194555274762912,0.7281209342551297
85,FIR-0085,0.10891371962500923,12.401050866693213,0.940552985009333,0.7071248099272203,0.26643114066135465,602.1993469157798,85.670695485238,0.3468459869341957
86,FIR-0086,0.45655193669620653,89.00344501862479,0.8791576124323462,0.9610410928079351,0.6236426640443072,835.2677083839482,38.786245004373434,0.10553487929408753
87,FIR-0087,0.7463097248800981,88.05307202836808,0.8270598900386101,0.7994975272021833,0.03858511297996914,836.4171633113077,36.68702119534538,0.3429766196049354
88,FIR-0088,0.8690332975895849,9.886559240727113,0.906412379154361,0.7741413763597036,0.707719872371357,288.9569384676741,49.03494704790281,0.7170323785779258
89,FIR-0089,0.4981113150485901,5.839868381485517,0.6923434699083877,0.949433060208636,0.8226853522577805,289.02679722413404,47.80726477940623,0.7425290209901442
90,FIR-0090,0.1913276747918228,9.199354566524146,0.5576748451521062,0.8703280063968756,0.926508430875173,291.2210498138797,49.857621956733155,0.3028601827758769
91,FIR-0091,0.2952000551702546,12.144568225665783,0.8429317395823097,0.29582934201104133,0.9445973735411703,602.2056488656185,85.17041747090165,0.45097949688856565
92,FIR-0092,0.24454031803221243,32.30448472109279,0.9486747545947818,0.802435222393721,0.5081097157286777,337.4150270530628,96.82248868668125,0.7292483590890712
93,FIR-0093,0.23381164017651113,17.69309775322681,0.47397639586032736,0.44689174767308126,0.7468416387065365,587.1137514935261,85.39340186348714,0.3716631352028814
94,FIR-0094,0.4675196686564005,19.196372991332275,0.8399733528451288,0.8151144319262921,0.7009547682196237,85.0598760017445,49.915167731048754,0.8856041831864196
95,FIR-0095,0.4964293743398964,96.53117303892878,0.9272128606807853,0.6748401284461626,0.4588726555509972,48.87818657463984,79.7589113683267,0.8422514071964176
96,FIR-0096,0.4352583770200381,22.81136530104836,0.31493761798037956,0.7866492126335439,0.3946733105397918,238.15239706856002,14.62876750848374,0.8477856888247058
97,FIR-0097,0.27698298782939196,81.76838015848573,0.8732540486275279,0.11066245288243547,0.915583763452199,525.7960138912808,70.91017093326843,0.5785392983002182
98,FIR-0098,0.4299804932845449,30.050780653572023,0.6614576602520948,0.2934374459347759,0.5774984894355518,532.6491426545504,36.32910407256063,0.468298481610281
99,FIR-0099,0.9111758424408114,14.910693641495268,0.993260540560231,0.5878451187631387,0.03043226896868667,190.1228433498437,86.82370627133551,0.3776424682246483
