,ID,population_size,c1,c2,w,min_velocity,max_velocity,repair,n_estimator,criterion,max_feature
22,PAR-0022,1.383262722119777,1.6038613695715354,0.8660336770760507,0.3624330010706409,8.425347625463274,-1.6701504920064618,717.7682985581731,56.15546640904672,3.380374214483975,0.4607794259610277
23,PAR-0023,2.0100168028851897,0.5534251213489001,0.34965615875080747,0.9375782268185419,9.935628445657454,-7.9365317091512475,280.38511453387827,88.84904840499892,4.8665226017680645,0.3294699147164133
24,PAR-0024,1.2850547272464845,2.7212482405899148,0.27926288031807833,0.7593732680107946,8.101963848444631,-6.583825456767154,701.6325846959966,23.80354077166301,1.1920256397490703,0.6178421724778226
25,PAR-0025,1.4600458770119946,1.512761174421326,0.2713950996678427,0.4570210988656197,9.953542111583937,-2.6660182712500973,300.6452000640256,88.59287027621554,2.74263987809412,0.8582747510845202
26,PAR-0026,1.7505705515541914,0.6607261493183536,0.20558969758840906,0.5011871360417758,9.531452676165337,-1.4115929254853476,202.27117494450417,85.09210141828127,2.132682832007553,0.9907139510014523
27,PAR-0027,0.4095741902046184,1.9184208379475352,0.7244344024545277,0.5016278735701107,8.853430867764533,-0.6831036641805728,490.144295862854,90.38421211926786,4.302202356112685,0.36689285044709985
28,PAR-0028,3.906548143888592,0.0738327135799608,0.50888289829282,0.38576035596916114,8.631427603337995,-0.49623319543642097,800.5944442375394,31.596841063677555,0.7195087836878838,0.9881518783518753
29,PAR-0029,3.6965181605527673,3.335582894380441,0.49910604516271184,0.4891317167661098,6.988818915992226,-1.458633283150471,781.6183324871918,30.919995965164766,1.3353635066459164,0.13973113189978992
30,PAR-0030,2.738183776860986,3.750088392201436,0.5197976885527203,0.3388936571428345,3.0710823062613346,-9.458199285620099,361.037257868846,28.035225830353873,3.730109503347982,0.8672969001143065
31,PAR-0031,1.034134615404322,2.5897559159463355,0.6331922435775718,0.8437816750303085,1.8956172089582968,-9.100438685338045,834.9785990319558,29.687294496031697,2.3061312227143542,0.5296588411561688
32,PAR-0032,0.1356190090057705,2.57773107904454,0.9987552870722142,0.25154246441503303,2.011903067065947,-4.774467641998265,805.4741464038855,26.751550331901736,4.109969291944939,0.57566095852194
33,PAR-0033,3.835539130876525,3.3815732345723037,0.8544327163492913,0.6838629790429298,8.436365770721665,-9.035261522283204,192.7682772102326,55.69312378772597,1.6486148098286986,0.5479317223677445
34,PAR-0034,1.0860543277333905,2.9400242215975974,0.2430662011468273,0.005001034728416842,8.463393099976614,-5.24885121989956,742.066588376622,83.33890457453784,2.75337392555866,0.9495227132824735
35,PAR-0035,2.574832782940028,0.4720528408890914,0.6087728009459478,0.3342317986061065,2.733726407532786,-4.526300243537803,577.0333989693557,54.32222271868103,1.866151320490978,0.7372082142537014
36,PAR-0036,2.9419556489287193,2.3875906719417754,0.5417722980419988,0.46139711863683064,3.347561280033524,-3.9326613899168734,170.37968497432507,79.00160325672321,3.0735886869356275,0.5356977779862641
37,PAR-0037,3.103894582966148,3.2693096293981423,0.5058876552353693,0.8792978387794854,3.3601170238253895,-3.96075250296846,509.12186848461056,52.210070852538585,4.530930092478698,0.3062618711780417
38,PAR-0038,1.1798168945644636,3.218394712065094,0.8543628819499253,0.06036867132452928,6.246598090767039,-2.368126544628982,338.5414089785551,82.43879978432894,3.602143500303532,0.6170902642276427
39,PAR-0039,1.145337995815717,0.5314874609450224,0.07366806486533306,0.8917938718990215,1.77079256180527,-1.2287083091722977,481.65947674998057,32.105963198763575,3.411718704409993,0.49216664784226327
40,PAR-0040,3.48637736076165,3.190731641721087,0.3387335682746244,0.7877529898184702,3.9727473001188685,-9.592953257530382,531.4242845932237,97.8834786510744,0.48843296891879606,0.8931415381840049
41,PAR-0041,3.308712754318638,1.77731899126595,0.141871255379719,0.7170460504788326,2.489155922482029,-7.521277526432513,364.3444925373102,95.95380111552207,2.7138256449997664,0.5451183359850342
42,PAR-0042,1.5047868437812615,2.441022044360515,0.4592172945241403,0.12406412984822168,2.3627872015113827,-8.11857890439778,594.7375260172953,57.500851684705395,0.9056650439762143,0.03755746388324588
43,PAR-0043,0.7851518564060482,3.0409968429542524,0.4553558413044394,0.06891675487521098,4.357392178442902,-4.821562040254761,191.51203217782415,50.340461743745266,4.922993110334472,0.6831846755205776
44,PAR-0044,0.07758544488064256,1.968582201396471,0.24108584970674318,0.17777788100798975,5.646849719632088,-1.9052580086671238,560.6177895450191,48.135943423106305,3.0813188390294046,0.27926902701100054
45,PAR-0045,3.94451426284564,1.228681975422277,0.7836425311339182,0.3884713994299217,3.73016256170886,-6.957763460576539,398.75056615308745,17.270941366603964,0.7806503253584746,0.6451811843723128
46,PAR-0046,1.6156496627320869,1.2533626152844137,0.793040747795078,0.4194168499572489,1.8398096416429177,-6.304244524233869,402.9348355867066,64.61578928110806,2.399959726859497,0.11494557674159755
47,PAR-0047,3.166234811510315,2.499001452481806,0.7821376874340252,0.8410276514536849,7.782927998488518,-3.8001503100663134,692.3881584064545,69.48742245117941,1.6153693141323684,0.44418014586777166
48,PAR-0048,1.3621676894814247,2.407680792053856,0.3304488109631216,0.8994222663070353,5.344605172896433,-9.680462408101418,384.16184866813575,85.25206844977778,1.7626968433692598,0.7167606670378115
49,PAR-0049,2.0704929067057236,3.2177609157003206,0.4422330802768405,0.6801372724319661,4.091693185808821,-1.5363309639553222,413.2888201195285,15.399432036112414,1.4238089281945272,0.8216420582955141
50,PAR-0050,0.8451949997481485,0.896925637522525,0.7091479204409734,0.6733757844805169,6.424041683825993,-1.44928980479526,349.45503068555917,85.9658198778449,2.401230374364318,0.7136869769438642
51,PAR-0051,3.6393508928710614,0.8189780319234092,0.20577487141928985,0.7905970047772749,1.145265125619871,-6.782976206988996,515.5573625789729,77.68240911537275,1.5386275486433272,0.23771669836075449
52,PAR-0052,0.7808635985729366,2.992710612279887,0.05298036117547811,0.2559869351397768,2.7953422178699547,-3.2859032898643203,58.47954455756431,69.92409233139482,0.32949291988529195,0.8986340033094241
53,PAR-0053,3.2855599938752054,0.8180591047008061,0.7017004681358996,0.43996886599854845,1.660775569934524,-4.1907715299804496,22.71286145478598,67.15186182645832,3.702318250062757,0.43910553408196074
54,PAR-0054,3.632854476119553,1.3198929223583118,0.2218752934621956,0.3302945179886734,2.027952338288097,-0.954201399708456,888.2164458241266,10.776701441111282,1.4409642769825337,0.8682450473925268
55,PAR-0055,0.5225739145168733,0.09413071414470586,0.6328499146684516,0.05665873285581258,1.4691806343623859,-4.485198539498203,626.4269959583173,16.953161303391102,0.7083682453379958,0.5050483855923501
56,PAR-0056,3.5441570839168053,2.5082655619163368,0.3588778072669143,0.8246200990349684,8.218041743579175,-8.123495534814229,515.3014445633939,14.151871864647115,4.897104349016801,0.28953831576856315
57,PAR-0057,0.7951913575584175,2.101059219432901,0.5822271979327952,0.16341265513311742,4.8801773455077635,-4.635618734291773,109.22212119706182,80.12184207541337,0.13369321527391675,0.9287770380675117
58,PAR-0058,1.3943295709471704,3.2886335654706933,0.25531272657065607,0.4727844965131133,6.479008029900887,-1.6209734354932674,44.59046022000462,29.111573699114196,4.430995791703953,0.23240006140305802
59,PAR-0059,2.8702710908506046,1.541495512453992,0.3330644268605655,0.9746318038078552,4.7573170775384455,-4.859170814417569,755.6210712159975,39.193870692135064,4.597064228868329,0.6682402359692624
60,PAR-0060,3.219934657305402,0.5929512242945503,0.4295755663603005,0.607660507165095,7.589298061891647,-4.142467319112581,972.4997536230619,11.41230202029621,0.3693052726260926,0.6370669095960508
61,PAR-0061,2.566861476330182,2.8570551173084913,0.36015390973722083,0.06461684290189851,4.96259660568298,-1.0371855133122825,875.2090830927953,75.86699073793223,4.539684849613944,0.737656720383556
62,PAR-0062,1.68246107844032,1.1910474734557082,0.37616431099965064,0.1781021457906503,5.8578132661170965,-5.587574518270869,113.03778566671558,26.300950681728988,0.3126965521895825,0.6674733665744893
63,PAR-0063,3.2562886074614763,3.2224179795305097,0.8227298092533023,0.803488926241693,2.305828514117011,-0.020280256599772173,102.6091548302278,50.08446495917474,2.4388710854446853,0.838749801495771
64,PAR-0064,0.0775436731083552,1.452413348307907,0.415974766973475,0.23128604153685384,2.1731108768718546,-1.6713708079959737,253.41193002556412,23.155434777071648,4.38694437969067,0.38217032443107746
65,PAR-0065,1.120438441222133,3.063024040845808,0.1312052100305583,0.725799832956991,1.0437090838358676,-0.9237273823651364,182.1961901394313,64.65692131680072,2.6534446974217856,0.1930596880982709
66,PAR-0066,0.06988530011700833,0.09054350717283333,0.3367848033535522,0.8523552100714735,8.19765113499068,-1.5175423269342403,78.79764129671099,94.99483940027164,2.776798617227856,0.46095570914729067
67,PAR-0067,1.4332934218653395,3.2563709652270068,0.38405934252264007,0.5828443247208933,9.613401526671485,-9.56943480225647,92.28470392246643,55.995815379248256,3.146617943143652,0.400679553908147
68,PAR-0068,1.9783613644188778,2.007629950779256,0.1903554426800984,0.7086338404807461,8.32982624404758,-3.013356128300697,557.0741910995938,71.4208128631866,2.8395921267003987,0.8477438353176265
69,PAR-0069,1.3105767603034408,3.558402691672255,0.38739546958547155,0.15113683868055094,7.284214888823334,-4.739728433725468,759.6704743366171,22.84276703665481,2.9776110554986026,0.674799277164151
70,PAR-0070,0.2833852116093154,3.277197623887441,0.5190679517063571,0.5628673461913346,0.1236564844461463,-0.2647079206969636,32.989190193906595,16.632963271162538,4.997662191783688,0.7000833588123283
71,PAR-0071,2.762357104234141,1.5318478997981249,0.21865279837273377,0.7309130318018565,5.597778345735328,-5.834683512724252,29.763037576366344,54.15092468132445,0.44218037751070527,0.3481347126863863
72,PAR-0072,0.8461971282130589,3.1643572829741275,0.5386884815160263,0.9164660114192448,3.008149662477524,-1.7168441086834676,809.7073553259721,22.772240533941215,4.284047232596606,0.10415946840813006
73,PAR-0073,2.493485028170955,0.8459743405872069,0.021260302080350568,0.7826688007084341,4.645140536580934,-3.067133155677527,20.994490955715424,51.04118620254108,0.7462137810964198,0.3341680877955129
74,PAR-0074,1.7974304114099087,2.745308972990006,0.4197164708064074,0.6203931865951757,3.6828429340980904,-2.5425564768074835,508.7336428714305,56.78727190620662,1.4590976854257183,0.7293325941716189
75,PAR-0075,3.78769835371341,3.439504511460902,0.45108383445350053,0.8679221479068895,2.3771882405527602,-8.346840925868806,781.7314906578644,83.49257520216466,1.4669273364930169,0.32958508089616567
76,PAR-0076,2.4891508420659467,2.267691063633622,0.5081949394512636,0.05743620973050034,5.439674597673515,-4.3564607553792065,871.5260350622768,23.86539888438063,0.412251503761768,0.5220792670487621
77,PAR-0077,1.9590394341358772,2.2201169659217994,0.17537283624075817,0.47273612572139523,2.2324348354214054,-7.305450045559196,754.512535504783,30.36526556296758,1.0874347344438606,0.3843273071585903
78,PAR-0078,0.02764837596486025,1.9731085634820027,0.08329319525669765,0.6271301085537371,6.077785843141161,-1.6340290197456913,211.5605994487824,92.04969002718425,0.07110838326799929,0.95052768147119
79,PAR-0079,0.10820664649417111,2.1633228490050516,0.1997237120051888,0.7617787668162747,4.662421452411892,-3.8893539135499964,955.4495132715173,95.45893056271228,0.27691694508167997,0.4926960805605297
80,PAR-0080,0.3101289631806474,2.4383584974438244,0.10831958517726215,0.759698555385655,0.03884689480731618,-6.929073834837965,899.7045899371733,37.90020767599045,3.1232796551907875,0.8626100335938207
81,PAR-0081,1.6702149199926435,1.6051337373809695,0.7392029151720366,0.16747101681547505,8.427193997343792,-6.937564181214507,295.5635897563473,45.3961621224295,3.4820394591130137,0.7231110550492268
82,PAR-0082,2.71288948756479,1.527821213821428,0.955284226515089,0.30452890270290756,8.800066576418411,-9.649302695003293,915.8380308976879,60.6483614687837,1.4151461319562353,0.31144103659071154
83,PAR-0083,2.971794037699663,3.5606873082649844,0.6158216341868034,0.7004912818439372,7.90121114937163,-0.6875835231693035,652.0674012944245,75.46025831662526,3.918432270105913,0.5039880330857762
84,PAR-0084,3.4338499750844034,2.5771415310834276,0.7755596431067681,0.34610453237665384,0.047701490097995514,-8.134428593673643,900.2123199657385,31.433020163184846,3.981877946506564,0.5818311544925977
85,PAR-0085,1.6872408502563134,1.2813015140901105,0.8783534449353649,0.3794810256673604,5.285516246891751,-0.7325922014364288,840.1968126511791,26.388105459417147,3.253369614904846,0.668445830406296
86,PAR-0086,2.6680288194547175,3.801606903791567,0.6461728285893551,0.25168786305108193,5.610840894248899,-5.205658587015108,806.1881222987837,29.178078357150188,3.030249938388587,0.5365004193866147
87,PAR-0087,0.33644816506774466,0.05574021573750043,0.2803037898784799,0.7907427672633937,7.7555850733627185,-7.913585768789911,18.82161012735791,79.12689124780525,2.969816721242076,0.6016828505606596
88,PAR-0088,0.5305275150158852,3.5203422521751238,0.5835208734675197,0.13139523468102587,5.864795359179328,-6.835647108723448,571.7024292913311,74.02750240038905,3.1408730283514026,0.5363866696595412
89,PAR-0089,0.35143022628548337,1.304440059679251,0.8137590542956828,0.9335865005393676,5.889627385010097,-9.39279679987736,916.690510280205,59.94321038990721,3.9229833904396543,0.6182962140884337
90,PAR-0090,2.108863451728884,1.7822519444620992,0.6870162874444347,0.49037306912800327,7.314400417281681,-8.927518752136464,914.4505323053105,56.58059758552447,0.08031575466434182,0.7099110338442777
91,PAR-0091,0.33022369303273225,1.9162958891093806,0.6275304348813326,0.037016590590099985,8.903956484418337,-5.7360700174422945,913.1941462021573,60.841776239222604,2.052703349619342,0.4390246653008295
92,PAR-0092,3.8204676482210624,0.6048075992869864,0.338530342271371,0.47122650333396565,6.639620480775599,-7.508321923063556,919.0523152086931,60.33716403696655,2.166994454714165,0.897419250361582
93,PAR-0093,3.7840544304645065,1.9215049348817583,0.4293398990194287,0.809650608585784,6.312404775952032,-3.198980226859538,801.1226950912578,27.10286517065041,2.358723099307902,0.6274237554720984
94,PAR-0094,1.2129027831506582,3.334557296881241,0.967374630452855,0.9375281823556256,7.156822909800934,-9.466448044624267,912.2194244942004,59.70789775015431,3.9090499465506894,0.1445736471777922
95,PAR-0095,3.432495168141715,0.2794189888046934,0.3642745225700793,0.3024797175789823,9.571967469485166,-9.831879349184952,917.7657079108249,60.21777518520956,1.5419448858113827,0.6558004873554261
96,PAR-0096,2.436325071261431,2.5702919370549364,0.7815778447254149,0.19372434260012728,2.564741793432569,-0.11928941091907319,481.1291380462382,91.73870418401813,2.4013178468155028,0.2816010278965946
97,PAR-0097,1.0628693171043229,3.3690469870050554,0.3108748103677921,0.7955897540721661,3.9218604178573537,-3.000802098895168,833.1021789337606,50.26481655648841,3.3515449912451247,0.028874394277342175
98,PAR-0098,1.3458285857758439,2.1797021789407363,0.6546871325148078,0.9290757634687027,2.4709837958784284,-5.6353612678967755,400.19179024964524,47.108676967107286,1.7255934878450263,0.26174104174048385
99,PAR-0099,3.153803424826598,3.096472671637951,0.500632447576343,0.35809172363131336,1.8135259906785417,-3.2420141915456924,549.9481816588975,60.84303617785342,2.432484071466718,0.9637338687321164
